WATCH: Parkland student Sam Zeif speaking about the AR-15 asks, How is that easy to buy this type of weapon? https://t.co/hjQVvh0owa #11MSNBC https://t.co/dJe1IhTN84	@11thHour #WeCallBS https://t.co/tBtYWXYuKl
WATCH: Parkland student Sam Zeif speaking about the AR-15 asks, How is that easy to buy this type of weapon? https://t.co/hjQVvh0owa #11MSNBC https://t.co/dJe1IhTN84	@11thHour @KimberlyEAtkins Sadly the story of the quickie AR-15 purchase is false. Not attacking the student. But MSNBC should correct.
Sam Zeif will be our guest tonight at 11PM ET. https://t.co/5s0rFGYQrd	@11thHour This is heart wrenching. These speakers will  make a change, I believe that. This left me in tears. #neveragain #amazingyoungpeople
Sam Zeif will be our guest tonight at 11PM ET. https://t.co/5s0rFGYQrd	@11thHour I'm with this young man - how was Sandy Hook not enough?! 😧 the massacre of 20 Kindergarteners - 6 year olds...and 6 of their teachers these #feckless #GOP should have to visit a crime scene and see what an AR-15 does to a person, to a child, to a young person... #NotOneMore
@EdKrassen @FedEx @NRA @USPS @UPS @DHLUS #BoycottNRASponsors #BoycottNRA  STOP Offering discounts to NRA Members @Budget @Avis @TrueCar @Life_Line @symantec @alliedvl @northAmericanVL @SimpliSafe @starkeyhearing @Manageurid @MedConciergeNet @eHealth @Teladoc @FedExOffice @LifeLock @WildApricot @inginsurance @ParamountRx	@EdKrassen @FedEx @NRA @USPS @UPS @DHLUS @Budget @Avis @TrueCar @Life_Line @symantec @alliedvl @northAmericanVL @SimpliSafe @starkeyhearing @Manageurid @MedConciergeNet @eHealth @Teladoc @FedExOffice @LifeLock @WildApricot @inginsurance @ParamountRx The following companies have cut ties with the NRA over the last 24 hours.   - Enterprise - Wyndham - Metlife - Hertz - Best Western - First National Bank - Alamo  - National  - Symantec - Chubb - SIRVA   #BoycottNRA  The list is growing!! RETWEET to show support!!
In all seriousness, I'd love to see the #NRA return to what it once was--an organization focused on firearms education, safety and training, with some side-interests in sportsmanship, yes, even hunting which I'm not into, but also target shooting, competition, etc..  #BoycottNRA https://t.co/lFqC1R6ssn	@13WJM #BoycottNRA #BoycottNRA #BoycottNRA
#DouglasStrong @PrincipalMSD https://t.co/KBvWTILRUg	@1412simonetti @sarahchad_ @PrincipalMSD This just gave me goosebumps! Beautifully edited. I stand with #Parkland. I have donated to the go fund me for the #NeverAgain movement and urge everyone to do the same. God Bless everyone. https://t.co/wX8Nv2QN4b
#DouglasStrong @PrincipalMSD https://t.co/KBvWTILRUg	@1412simonetti @PrincipalMSD Beautiful ✊🏽❤😢 #NeverAgain   #TheResistance is with you!!
#DouglasStrong @PrincipalMSD https://t.co/KBvWTILRUg	@1412simonetti @PrincipalMSD Can't Watch This Without Crying! My Boys Are Grown &amp; I Have 2 Grandchildren That Are Home Schooled. I Don't Know If I Could Mentally Handle It If They Went To Public School Right Now. #ParklandStrong #ImWithTheKids #GunControlNow #NeverAgain #MarchForOurLives
@Cernovich In what sort of society should a person who's not even old enough to buy alcohol be allowed to buy an assault rifle? Your gun laws are medieval.	@0Rico0o @Cernovich It is not an assault rifle.  Inform yourself.
@1IronMan2018 @Elastigirl2018 @American_Blonde @DeepInTheHills @porpentina2017 @JRHorsting @TPolResists @Doctor12Resists @StarWarsResists @EffieResists Rick Saccone thinks customers should have the right to bring guns into Chuck E. Cheese if they want to. #NeverAgain https://t.co/snL4smcaXo	@13thDoctor2018 @1IronMan2018 @Elastigirl2018 @American_Blonde @DeepInTheHills @porpentina2017 @JRHorsting @TPolResists @Doctor12Resists @StarWarsResists @EffieResists If anyone thinks allowing guns into @ChuckECheeses I’m leaving this here for everyone to reflect on.  #GunSenseNow #Lamb4Congress https://t.co/Xk5C5LZHYB
New post (James Bradley set to challenge Diane Feinstein in California #GunRights #Daca #BuildtheWall) has been published on https://t.co/6Asy1ggDr7 - https://t.co/MJR5cZfpdx https://t.co/DoOBBjj2JW	@0HOUR01 @powerglobalus @RealErinCruz is also set to challenge @SenFeinstein in California.  She is PRO #2A https://t.co/ZdGX8Aqayz
Who can give me one legitimate reason why AR-15 ownership is a benefit to American society? Like in what way does it have a net positive effect? If you come into my mentions with that “defense against invasion” bullshit I’ll laugh you out of there.	@157Gale The AR-15 is the boogeyman of the gun world because it looks tactical. The reality is it's used because it's cheap. Get rid of the AR-15 and there's still endless choices of semi automatic rifles available.
Who can give me one legitimate reason why AR-15 ownership is a benefit to American society? Like in what way does it have a net positive effect? If you come into my mentions with that “defense against invasion” bullshit I’ll laugh you out of there.	@157Gale The people replying to this are so dumb.  They seriously cant look beyond themselves.  Why does one need an assault rifle?  They dont.  The constitution was written by people with fucking WOODEN TEETH back when it took 45 seconds to shoot one bullet.
Who can give me one legitimate reason why AR-15 ownership is a benefit to American society? Like in what way does it have a net positive effect? If you come into my mentions with that “defense against invasion” bullshit I’ll laugh you out of there.	@157Gale The Virginia Tech Shooter used 2 glock 9mm semi automatic hand guns. While I agree there is no practical reason to own a AR-15 unless access to all firearms is severely limited these mass shooting will continue to occur.
#BoycottNRA: US bank, car rental company cut ties with NRA https://t.co/lkbXNi7AeZ https://t.co/1VnBOxiJJn	@10NewsWTSP Do you believe in coincidences? @HillaryClinton @realDonaldTrump  #BoycottNRA https://t.co/JL4WT0a4wp
#BoycottNRA: US bank, car rental company cut ties with NRA https://t.co/lkbXNi7AeZ https://t.co/1VnBOxiJJn	@10NewsWTSP And we'll sever ties with them. If you don't stand for freedom and the #2a then good riddance.
#PressPlay 💔😔🙏🏽 Florida H.S. survivor Samantha Grady tells @todayshow that her best friend did not survive 😔 #FloridaSchoolShooting #DouglasStrong #ripflorida https://t.co/4sW3dkoaAR	@060717k @TODAYshow Sorry doesn’t cut it. Our kids should never ever have to endure this shit. #GunContolNow
Broward sheriff's office got at least 18 calls about Nikolas Cruz from 2008-17.  11/30/17: caller said he was a school shooter in the making and that he was collecting guns and knives.  What a tragic systematic failure.  #NeverAgain #BanAssaultWeapons https://t.co/2uHEKdEBFC	@13thDoctor2018 See.  If there had been a ban on assault weapons or even an age increase on purchases they could have arrested him on one of those calls. IF they had been illegal.  So when they say making them illegal wouldn't stop the bad guys, it's a nonsensical argument.  #BanAssaultWeapons
@LawDavisito94 @B52Malmet @ZacksJerryRig Why do they need AR-15 and any guns like it? What are they hunting????	@1005Mike @LawDavisito94 @B52Malmet @ZacksJerryRig The only game animal I know of that an AR-15 is suitable for is feral hogs. And even then they say the AK is a better choice, less likely to jam if the hog charges. Feral hogs are the only animal that hunters would use full-auto if they could. They are ecological disasters.
@LawDavisito94 @B52Malmet @ZacksJerryRig Why do they need AR-15 and any guns like it? What are they hunting????	@1005Mike @LawDavisito94 @B52Malmet @ZacksJerryRig An AR-15 is no more effective than a hand gun at close to medium range, this is why virtually all shootings are carried out by handguns. Beyond that, a bump stock is a novelty item, it makes accuracy so ad that likely 95%+ of your shots will miss whatever you aim at.
@LawDavisito94 @B52Malmet @ZacksJerryRig Why do they need AR-15 and any guns like it? What are they hunting????	@1005Mike @LawDavisito94 @B52Malmet @ZacksJerryRig It’s either an AR-15 or a t-shirt saying “I have a small one”. It’s that simple. https://t.co/PCtQrrrt6z
.@K9ComfortDogs travel to #Parkland, FL in wake of school shooting to offer emotional support to the traumatized community. https://t.co/601YVD6qLk #ParklandStrong https://t.co/VzE3fNy4gA	@1010WINS @K9ComfortDogs https://t.co/uMyD8ZyLEc #Parkland #Falseflag #DEEPSTATE
WATCH: Parkland shooting survivor Sam Zeif joined us to talk about today's meeting with Pres. Trump pledging, We are going to win this fight. Learn more: https://t.co/nalyZpdcSG #11MSNBC https://t.co/3KeSv8q4XM	@11thHour Yes Sam, all of you are going to win the fight. I have plenty of confidence on you. We adults have demonstrated we are not able to solve gun violence. I´m with you and all the kids ❤️ #Imwiththekids #NeverAgain
WATCH: Parkland shooting survivor Sam Zeif joined us to talk about today's meeting with Pres. Trump pledging, We are going to win this fight. Learn more: https://t.co/nalyZpdcSG #11MSNBC https://t.co/3KeSv8q4XM	@11thHour Sam Zeif is just one of the bravest, smartest most amazing young man I have ever had the fortune 2 see &amp; be so proud 2watch in America!! If he ever runs 4 office or needs help for this cause he has my vote &amp; support, all the way! #StudentsStandUp #GunReformNow #BanAssaultWeapons
WATCH: Parkland shooting survivor Sam Zeif joined us to talk about today's meeting with Pres. Trump pledging, We are going to win this fight. Learn more: https://t.co/nalyZpdcSG #11MSNBC https://t.co/3KeSv8q4XM	@11thHour #NeverAgain #GetMoneyOut #getmoneyoutofpolitics #March4OurLives https://t.co/JQIY0VfkKz
WATCH: Parkland shooting survivor Sam Zeif joined us to talk about today's meeting with Pres. Trump pledging, We are going to win this fight. Learn more: https://t.co/nalyZpdcSG #11MSNBC https://t.co/3KeSv8q4XM	@11thHour https://t.co/Z6FC4Bza9U
WATCH: Parkland shooting survivor Sam Zeif joined us to talk about today's meeting with Pres. Trump pledging, We are going to win this fight. Learn more: https://t.co/nalyZpdcSG #11MSNBC https://t.co/3KeSv8q4XM	@11thHour @MSNBC Ban assault weapons https://t.co/Lffr2nVzqK
WATCH: Parkland shooting survivor Sam Zeif joined us to talk about today's meeting with Pres. Trump pledging, We are going to win this fight. Learn more: https://t.co/nalyZpdcSG #11MSNBC https://t.co/3KeSv8q4XM	@11thHour #ParklandStudents Will This Time Be Different, Be #NeverAgain If We Eschew, &amp; Too Often Dismiss: Who Do We “Train” “Groom” To Carry Assault Weapons? 17/18 Year Olds: Are You Eligible to Join the Military? https://t.co/TvYtmFBpVx Veterans and Mass Shootings https://t.co/ILyW0Oyvzg
WATCH: Parkland shooting survivor Sam Zeif joined us to talk about today's meeting with Pres. Trump pledging, We are going to win this fight. Learn more: https://t.co/nalyZpdcSG #11MSNBC https://t.co/3KeSv8q4XM	@11thHour @hardball Majority of Americans Have Decided to #TakeBackTheNarrative  Join In!! #TakeBackTheNarrative #MeToo  #NeverAgain #Resist #TimesUp  #BanAssaultWeapons #BlackLivesMatter  #ParklandStudentsSpeak #BlueTsunami #DACA #TakeBackTheNarrative
WATCH: Parkland shooting survivor Sam Zeif joined us to talk about today's meeting with Pres. Trump pledging, We are going to win this fight. Learn more: https://t.co/nalyZpdcSG #11MSNBC https://t.co/3KeSv8q4XM	@11thHour @MSNBC YES Matt! WE ARE GOING TO WIN THIS FIGHT! WE WILL NOT STOP UNTIL WE DO! #NeverAgain #BanAssaultRifles #NotOneMore #GunReformNow #NOTONEMORECHILD
WATCH: Parkland shooting survivor Sam Zeif joined us to talk about today's meeting with Pres. Trump pledging, We are going to win this fight. Learn more: https://t.co/nalyZpdcSG #11MSNBC https://t.co/3KeSv8q4XM	@11thHour Perplexed! WHAT??? We should have shootouts in classrooms!??? Uhh? Whose to say the victor will be the teacher!!??? What about nervous crossfire?!!! Insanity!  No  ‘age’ CIVILIAN need an assault rifle! Save lives of students, law enforcement and voting American citizens!!!!!
Why are gun lovers so unwilling to face reality? What’s it going to take? I feel like Republicans and the gun lobby are holding all of us hostage. #GunReformNow https://t.co/JL4PwseRQO	@13thDoctor2018 Suggestions to arm teachers, as I see in that Moment, are ridiculous. I'm a former classroom teacher. I'm supposed to teach with a gun in one hand, ready to shoot back, if someone enters my classroom? More guns in schools will equal more accidental deaths. #GunReformNow
Alyssa Alhadeff Scott Beigel Martin Duque Anguiano Nicholas Dworet Aaron Feis Jaime Guttenberg Chris Hixon Luke Hoyer Cara Loughran Gina Montalto Joaquin Oliver Alaina Petty Meadow Pollack Helena Ramsay Alex Schachter Carmen Schentrup Peter Wang #Parkland https://t.co/OlccHqrl89	@10News Say her name #SarahAlexisFurey #AfganistanVet A victim to her husband’s #GunViolence #PTSD #DomesticViolence She didn’t deserve to die like this!! Now her 3 boys ages 18m 5&amp;7 y/o are orphaned! #EnoughIsEnough #EndGunViolence #GunControlNow https://t.co/5XoVM0xnch
The people that are attacking these kids are the Deplorables that love Trump. https://t.co/t4B7MEMemZ	@14countries These people have no idea who they are up against!! Stay strong kids. Stay vocal. Never give up!!! @Emma4Change #ImWithTheKids
The #2ndAmendment is a sacred cow that has done far more harm than good.  Furthermore, the SA will do nothing to protect us from a rogue government; it hasn't so far.	@14minutetwit Stop being afraid of NRA and its supporters #RepealThe2nd
Tonight's #LastThingBeforeWeGo? Sen. @ChrisMurphyCT's remarks on the deadly #FloridaShooting. Learn more: https://t.co/SlG5xjusEo #11MSNBC https://t.co/mbJo5KC4Se	@11thHour @ChrisMurphyCT #NeverTrumpHillary No True #GunControl As Long As @BarackObama @HillaryClinton @ClintonFdn @DNC Donors Profit From Gun Industry https://t.co/wwIoawPOqW Lead Dems' image v Obama Clinton biggest political benefactors —Neither join push pressure investors divest from firearms firms
Host dad who took in accused Fla. shooter: It's his right to have an AR-15 https://t.co/quwKkuixHR #10TV https://t.co/rUf5pDfdun	@10TV While I want to agree, I can’t. This kid obviously has a mental disorder. So that’s a nope! 👎 #2ndAmendment
#QAnon #ParklandStudents #ParklandShooting #CrisisActors #DavidHogg #CNN #FF #WTF #TuesdayThoughts  Seriously, WTF? How many times has #CNN #FakeNews used this guy? Is he really a student at #ParklandHighSchool? @realDonaldTrump @seanhannity @RealAlexJones #MAGA https://t.co/GOs7ROOwQO	@100milefreefall @realDonaldTrump @seanhannity @RealAlexJones https://t.co/qKAXQOOXCL. David Hogg was in Redondo Beach last August 2017 with a buddy, causing grief for the lifeguard on the beach. How convenient that he shows up in Parkland and gives interviews! https://t.co/wC9FThhmoS
Think about this for a moment the FBI could of picked up a phone on January 6th called the @browardsheriff and 17 people would be alive @realDonaldTrump please disband that useless agency.  #FloridaShooter   All preventable Im just in shock at this report.  #DISBANDTHEFBI https://t.co/ndsWf54z8S	@0HOUR01 @browardsheriff @realDonaldTrump What are we liberals here ??  Lot to figure out if they would have been able to stop him. We have things called rights n protections in the USA. To say one phone call would have changed it all seems pretty liberal ban gun murder will stop fantasy.
Tonight's #LastThingBeforeWeGo? A look at who in DC benefits from the NRA's generosity. Learn more: https://t.co/d3JShwCOUw #11MSNBC https://t.co/jXc2prPYEt	@11thHour @MSNBC Good reporting. Need to see who is on the take from the #NRA. Follow the money
Tonight's #LastThingBeforeWeGo? A look at who in DC benefits from the NRA's generosity. Learn more: https://t.co/d3JShwCOUw #11MSNBC https://t.co/jXc2prPYEt	@11thHour #NeverTrumpHillary #Parkland Why America? Is Priority Gun Money? Hillary’s Friendly Skies: Air Lockheed (World Largest Arms Manufacturer) https://t.co/TuVFNSTPHc Vast network for donors (Arms/Defense, Banks, Foreign Governments, Corporations, Foundations) https://t.co/fCk4MEoOw2
.@NRA fires back after companies sever ties in wake of #StonemanDouglas tragedy https://t.co/e3otTX5Ecg https://t.co/GWD8KDvStR	@10NewsWTSP @NRA For 40 years you’ve done everything possible to prevent our gov’t from “regulating” gun industry as called for in 2nd Amd. Even gun manufacturers are afraid of you. @MossbergCorp @SmithWessonCorp You &amp; your members are #Complicit in deaths of thousands of Americans. #NeverAgain
@cjchivers @bealejonathan I have said this before, and will say it again - there is no conceivable reason why a military grade firearm should be made available to the public to purchase openly. Unbelievable that this can happen (not withstanding the whole gun control issue)	@09EA63 @cjchivers @bealejonathan So, for those who do not know guns. the AR-15 is NOT A MIL SPEC weapon. And Military grade as you used here is a worthless marketing term that STILL does not apply to the weapon. Can you at least do the BASIC amount of research?
@funder #BoycotNRA #BoycottFedEx #BoycottNRA #BoycottFedEx #BoycotNRA #BoycottFedEx #BoycottNRA #BoycottFedEx #BoycottNRA #BoycottFedEx #BoycottNRA #BoycottFedEx and                          #BoycottAmazon	@0yogini0 @iamLucretiaMott @funder #BoycottFedEx #BoycottFedEx #BoycottFedEx #BoycottFedEx #BoycottFedEx #BoycottFedEx #BoycottFedEx #BoycottFedEx #BoycottFedEx #BoycottFedEx #BoycottFedEx #BoycottFedEx #BoycottFedEx #BoycottFedEx #BoycottFedEx #BoycottFedEx #BoycottFedEx #BoycottFedEx #BoycottFedEx #BoycottFedEx
@funder #BoycotNRA #BoycottFedEx #BoycottNRA #BoycottFedEx #BoycotNRA #BoycottFedEx #BoycottNRA #BoycottFedEx #BoycottNRA #BoycottFedEx #BoycottNRA #BoycottFedEx and                          #BoycottAmazon	@0yogini0 @funder #BoycottNRA #BoycottNRASponsors  #BoycottFedEx  #BoycottNRA #BoycottNRASponsors  #BoycottFedEx  @amazon @JeffBezos, please do the right thing. Say NO to the @NRA blood-money.
@EdKrassen @suevisa A hand gun even in the hands of someone who's trained is NO match for an automatic weapon Perpetrators of mass shootings are spraying bullets Teacher with a gun would be on the floor before reaching their weapon Arming teachers is INSANE  #BanAutomaticWeapons #NeverAgain	@123izzie @EdKrassen @suevisa I just wanted to point out an in inaccuracy, assault rifles including the AR-15 are not what you'd say are fully automatic. Those are machine guns, and very highly regulated. Of course as we all know you can pull the trigger pretty fast on a semi automatic.
The USA has 4.2% of the world's population and 42% of the world's guns. The answer isn't more guns.  #ParklandShooting https://t.co/pydl33D5gU	#Trump and the #NRA wanted to arm teachers in the aftermath of the #ParklandShooting. Now can everyone admit they are morons and stop voting for #Republicans? @realDonaldTrump @NRA @HouseGOP @DNC  https://t.co/tcCAjzy3Eu
@FoxNews @williamlegate @BillClinton If banning assault weapons has even a small chance of curbing horror, why not take the chance?	@1212Colorado @FoxNews @williamlegate @BillClinton “Banning assault weapons” must include confiscation, not just stopping manufacturing as the 1994 law did. Do we, as a nation, support mandatory confiscation of certain guns? That’s a huge step beyond stopping sales.
@FoxNews @williamlegate @BillClinton If banning assault weapons has even a small chance of curbing horror, why not take the chance?	@1212Colorado @FoxNews @williamlegate @BillClinton Exactly, why not try something? Republicans are spineless jelly fish, cowards, do nothing elitists who take NRA money by the Millions, they ride in on their horses after the slaughter and offer prayers.  #GunReformNow
@FoxNews @williamlegate @BillClinton If banning assault weapons has even a small chance of curbing horror, why not take the chance?	@1212Colorado @FoxNews @williamlegate @BillClinton I don't think a gun ban would ever fly but who needs assault weapons other than military or police? There should be much stricter screening and background checks to purchase guns.
@gillespi @shannonrwatts Since when can a teen legally obtain an automatic weapon? Last I checked, to buy an automatic weapon, you have to be 21, pay a huge fee, get a very thorough background check, and a class 3 weapon permit.	@100LLGivesMeGas @gillespi @shannonrwatts https://t.co/WDJDzxu3xK
Trump considers concealed carry for teachers https://t.co/iW8ody2nnP #10TV https://t.co/zX2jmLi76t	@10TV My boyfriend is a teacher, and he says that the day they give teachers guns, he's walking away from the profession all together. I stand by him. #Solidarity #NotOneMore #DontArmTeachers
@ramin_parsa Your apprehension is understandable, but it doesn't have to be that way. Australia banned guns and no more mass shootings there.  #BoycottNRA	@14fp @ramin_parsa #Fake News Australian have real problems  Praise God Almighty for #2ADefenders #2A #BoycottEnterpriseRentACar https://t.co/z57pLjVXoQ
@ramin_parsa Your apprehension is understandable, but it doesn't have to be that way. Australia banned guns and no more mass shootings there.  #BoycottNRA	@14fp @ramin_parsa However, knife attacks ,Truck rammings, acid burning victims are skyrocketing . Disarming Citizens =Genocide  #HeLLNO! #SelfDefense Learn from History  Not Repeat it . https://t.co/oxNjGAhE3q
@ramin_parsa Your apprehension is understandable, but it doesn't have to be that way. Australia banned guns and no more mass shootings there.  #BoycottNRA	@14fp @ramin_parsa Australia’s population is 24,820,600 as of 23 February 2018. US is over 330,000,000! Imagine confiscating 300+ million guns with bad guys refusing to turn them in &amp; more pouring over Mexican border! Australia doesn’t have a border! &amp; I’m not complying! THINK! #ParklandShooting
Jeni's Ice Cream owner threatens to cut ties with FedEx over NRA partnership https://t.co/2Kp5280cO2 #10TV https://t.co/7M1d9oFpFT	@10TV NRAMembers please cut ties with Jeni’s. Of course I don’t think fed ex will worry about half-ass ice cream firm in Ohio, who had to close twice for infecting their patrons.. HA, HA #BoycottNRA
@Hertz Thank you for choosing children’s lives over corporate interests.  You are on the good side of history. ❤️	@11donofrio @Hertz The #NRA doesn't kill children.  https://t.co/IVvWjqGzDh https://t.co/aSfRc1y5oO
@Hertz Thank you for choosing children’s lives over corporate interests.  You are on the good side of history. ❤️	@11donofrio @Hertz No #NRA member has been mass shooter they did not fail in protecting our kids Main focus is defending Constitutional right &amp; gun safety. Most important orig founding of NEA was to arm Blacks against #Democrat #KKK! Blame the shooter &amp; authorities systems! #2A #MAGA #Constitution
@Hertz Thank you for choosing children’s lives over corporate interests.  You are on the good side of history. ❤️	@11donofrio @Hertz I rely on my AR-15 to defend my family against home invaders.  Why do you want my children to be more vulnerable to rape and murder?
@Hertz Thank you for choosing children’s lives over corporate interests.  You are on the good side of history. ❤️	@11donofrio @Hertz Well done #BoycottNRA
@Hertz Thank you for choosing children’s lives over corporate interests.  You are on the good side of history. ❤️	@11donofrio @Hertz You really need to be better informed. #BoycottHertz
I wish I was an NRA member so I could quit! Damn  I switched to the Democratic Party in December. I never was a Republican at heart, but being from a RED ASS State, I was a registered REP so I could vote in the Primaries for the worst candidate.   #NeverAgain  #BoycottFedEx https://t.co/o4bdU7MuyB	@14countries I quit when LaPierre took over. When they get rid of him, stop the fear mongering and get out of politics, I may go back.  #NeverAgain
JUST IN | Dick's Sporting Goods bans sales of assault weapons, gun sales to people under 21 https://t.co/p2PbFKF5hI https://t.co/2ajOt30pSz	@10NewsWTSP Dishonest title since assault weapons are already banned. They are banning the sale of semi-automatic weapons that look scary and have very little difference with handguns. Liberal media wins again.
'I don't need it:' Viral Facebook post shows Florida man giving police his legally owned AR-15 https://t.co/WVBvFghIcO https://t.co/quEUHaugyx	@13NewsNow Buy back gun programs work! We don't need these guns on our streets! GUNS SUCK #EnoughisEnough
#BoycottNRA #BoycottTheNRA https://t.co/0z93IT6JlE	@14countries #BoycottNRA #BanAssaultWeapons
@NegusHamitic @teamtrace Do the police release all records to the public on these call outs?  Not trying to be factious or anything, just not aware of them doing this.  But then again, I don’t live in Florida.	@093401Ramsey @teamtrace * Ensure States are providing records to the background check system, and work cooperatively with jurisdictions to improve reporting https://t.co/nC9yaHmNjJ
@NegusHamitic @teamtrace Do the police release all records to the public on these call outs?  Not trying to be factious or anything, just not aware of them doing this.  But then again, I don’t live in Florida.	@093401Ramsey @teamtrace I believe that children's bargaining power with a Federal government,that refuses to protect them,from bullets entering their body, is to refuse to military serve,for a country that puts little to no value on their lives or their futures. They say #NeverAgainMSD,then #neveragain
The conservative New York City paper owned by Rupert Murdoch that endorsed Trump is calling on him to enact common sense gun control. https://t.co/aZelVPmVLK #11MSNBC https://t.co/O5K18Wm5Ni	@11thHour #NeverDJTHRC #Parkland Why Thoughts Prayers For Public School Children Are Fleeting: Might We Ponder What Moves News? Vast network for donors (Defense, Banks, Foreign Governments, Corporations, Foundations) https://t.co/fCk4ME7dEu -Silence On Privatization https://t.co/DG9hpe5gw1
Nope disagree they want you to see they because they both think that bump stocks should be illegal and banned https://t.co/1UOPSpkhmi	@03Javi03 A bump stock is no different than a belt loop or shoe string.  Banning it is a feel good measure. As all bans are. Criminals don't care about bans...or laws. But keep piling them on innocent ppl.
Nope disagree they want you to see they because they both think that bump stocks should be illegal and banned https://t.co/1UOPSpkhmi	@03Javi03 Who needs a bump stock.. https://t.co/JTSoedKscb
Arizona schools on high alert after multiple threats https://t.co/orCBK0mXoJ https://t.co/kNOMCLO2Mp	@12News Our country is so awash in guns that we are now a culture of fear. We screwed up. #GunReformNow
From a FB acquaintance:    A high school aged cousin of mine just posted this “let’s change the name from “school” to “uterus” and then maybe republicans will do something about the children dying inside them.” Sad, but true statement.   #NRAKills #ParklandShooting	@13WJM Please google #AlexaMiednik. She is in extreme danger for speaking of her conversation with Cruz WHILE shots were being fired. #MainStreamMedia WILL NOT REPLAY HER STORY. WAKE UP! CRUZ WAS MENTALLY DISTURBED AND THE CIA MENTALLY PUSHED HIM. #MKULTRA #ParklandShooting #NicolasCruz
Governor Ricketts spoke at the Conservative Political Action Conference and said he thinks Nebraska is a perfect place for the NRA convention. https://t.co/ixi8xF1lX4	@1011_News https://t.co/u9B6JhwZ4x
